episode,reward,avg_team_return,success,noise_sigma,ep_avg_critic_loss,ep_avg_actor_loss,buffer_size,steps,collisions,waypoints_visited,greedy_reward,greedy_success,greedy_waypoints_visited
1178,1256.3275853991508,1256.3275853991508,1,0.13634057636258287,0.0031782317673787475,-6.914218266805013,31487,20,2,10,nan,,
1179,1214.342899441719,1214.342899441719,1,0.1362315039014928,0.00314683075218151,-6.980173071225484,31509,22,2,10,nan,,
1180,1198.1698159575462,1198.1698159575462,1,0.1361225186983716,0.0030890997482596765,-6.996891776720683,31538,29,0,10,nan,,
1181,1215.5980545282364,1215.5980545282364,1,0.1360136206834129,0.003299209804806326,-7.117676377296448,31564,26,2,10,nan,,
1182,1247.653371989727,1247.653371989727,1,0.13590480978686617,0.0031785094644874333,-6.8690305352211,31585,21,2,10,nan,,
1183,1263.6784094572067,1263.6784094572067,1,0.13579608593903666,0.0029509666375815867,-6.980194568634033,31605,20,0,10,nan,,
1184,1266.1964324712753,1266.1964324712753,1,0.13568744907028543,0.003218314563855529,-6.935753166675568,31625,20,0,10,nan,,
1185,1261.843214571476,1261.843214571476,1,0.1355788991110292,0.0032848280621692537,-7.05290953318278,31647,22,0,10,nan,,
1186,1260.9762859344482,1260.9762859344482,1,0.13547043599174036,0.0032898301627331725,-7.1475264231363935,31670,23,0,10,nan,,
1187,1262.9736267924309,1262.9736267924309,1,0.13536205964294695,0.0031313774990849195,-7.235393941402435,31691,21,0,10,nan,,
1188,1253.6921150684357,1253.6921150684357,1,0.1352537699952326,0.0030805070884525774,-7.030928532282512,31711,20,0,10,nan,,
1189,1212.001101911068,1212.001101911068,1,0.1351455669792364,0.0030567135642437884,-7.098517497380574,31733,22,0,10,nan,,
1190,1192.2055000066757,1192.2055000066757,1,0.13503745052565302,0.003034099520716284,-7.131118535995483,31763,30,0,10,nan,,
1191,1256.8586019277573,1256.8586019277573,1,0.1349294205652325,0.0032198106831250093,-6.816294590632121,31785,22,0,10,nan,,
1192,1259.8185011148453,1259.8185011148453,1,0.1348214770287803,0.00318093626992777,-6.887565016746521,31801,16,0,10,nan,,
1193,1258.8151656985283,1258.8151656985283,1,0.13471361984715727,0.0031502014899160713,-7.072869340578715,31824,23,0,10,nan,,
1194,1248.0117454528809,1248.0117454528809,1,0.13460584895127953,0.002930194590589963,-6.794777035713196,31843,19,0,10,nan,,
1195,1250.6205064058304,1250.6205064058304,1,0.1344981642721185,0.0030478680855594575,-6.826112071673076,31864,21,0,10,nan,,
1196,1247.590714097023,1247.590714097023,1,0.1343905657407008,0.0032213569793384522,-6.89129642645518,31888,24,0,10,nan,,
1197,1248.6597801446915,1248.6597801446915,1,0.13428305328810825,0.003112435410730541,-6.9958217938741045,31908,20,0,10,nan,,
1198,1249.367067694664,1249.367067694664,1,0.13417562684547776,0.0032737772446125744,-6.967502593994141,31930,22,0,10,nan,,
1199,1206.8913373351097,1206.8913373351097,1,0.1340682863440014,0.0031704362869883576,-6.79340664545695,31954,24,0,10,nan,,
1200,1253.0769608020782,1253.0769608020782,1,0.13396103171492618,0.003035942430142313,-7.1211098829905195,31975,21,0,10,nan,,
1201,1235.0867385268211,1235.0867385268211,1,0.13385386288955423,0.0031546684040222317,-6.9630738496780396,31999,24,0,10,nan,,
1202,1249.36687374115,1249.36687374115,1,0.13374677979924257,0.003186257507574434,-6.840003967285156,32021,22,0,10,nan,,
1203,1255.2078617811203,1255.2078617811203,1,0.13363978237540317,0.002940370177384466,-6.930648446083069,32042,21,0,10,nan,,
1204,1235.8116430044174,1235.8116430044174,1,0.13353287054950283,0.0030607190099544825,-6.998962839444478,32061,19,0,10,nan,,
1205,1260.5560534596443,1260.5560534596443,1,0.13342604425306323,0.0028495694394223394,-6.848883211612701,32082,21,0,10,nan,,
1206,1261.02794611454,1261.02794611454,1,0.13331930341766077,0.002975817583501339,-7.140298684438069,32102,20,0,10,nan,,
1207,1223.4621047377586,1223.4621047377586,1,0.13321264797492663,0.002977639644606305,-7.01138977209727,32128,26,0,10,nan,,
1208,1242.1738649010658,1242.1738649010658,1,0.13310607785654668,0.003086959640495479,-6.882234970728557,32148,20,0,10,nan,,
1209,1238.9554950594902,1238.9554950594902,1,0.13299959299426145,0.0030383851728402076,-6.950367033481598,32168,20,0,10,nan,,
1210,1251.2943289279938,1251.2943289279938,1,0.13289319331986604,0.0031720435596071183,-6.937267065048218,32188,20,0,10,nan,,
1211,1205.929291009903,1205.929291009903,1,0.13278687876521014,0.002820439238954956,-7.012245098749797,32212,24,0,10,nan,,
1212,1230.7396466135979,1230.7396466135979,1,0.13268064926219797,0.003041344510468965,-7.010787685712178,32237,25,0,10,nan,,
1213,1236.532556116581,1236.532556116581,1,0.1325745047427882,0.00328646037960425,-6.92936247587204,32259,22,4,10,nan,,
1214,1245.5945351719856,1245.5945351719856,1,0.13246844513899397,0.0028903639467898756,-6.876784364382426,32280,21,0,10,nan,,
1215,1243.4763091802597,1243.4763091802597,1,0.13236247038288276,0.0030095834052190186,-7.109266042709351,32300,20,0,10,nan,,
1216,1237.7712689638138,1237.7712689638138,1,0.13225658040657645,0.002969019861969476,-6.917390624682109,32324,24,0,10,nan,,
1217,1266.2048147916794,1266.2048147916794,1,0.13215077514225118,0.0028648017905652523,-6.755091607570648,32344,20,0,10,nan,,
1218,1267.3707547187805,1267.3707547187805,1,0.13204505452213738,0.003411519355722703,-6.766863763332367,32363,19,0,10,nan,,
1219,1241.5773085355759,1241.5773085355759,1,0.13193941847851967,0.00308397101304893,-7.039182007312775,32388,25,0,10,nan,,
1220,1266.061448097229,1266.061448097229,1,0.13183386694373686,0.0030825935071334245,-7.010479509830475,32408,20,0,10,nan,,
1221,1257.6451752185822,1257.6451752185822,1,0.13172839985018187,0.003076490305829793,-6.844894727071126,32429,21,0,10,nan,,
1222,1256.6899914741516,1256.6899914741516,1,0.13162301713030172,0.003034610126633197,-6.811490297317505,32451,22,0,10,nan,,
1223,1259.6306765079498,1259.6306765079498,1,0.13151771871659748,0.003280637413263321,-6.748161832491557,32470,19,0,10,nan,,
1224,1239.1558834314346,1239.1558834314346,1,0.1314125045416242,0.002976189066733544,-7.003892699877421,32495,25,0,10,nan,,
1225,1267.3477897644043,1267.3477897644043,1,0.1313073745379909,0.0030312947783386335,-7.106654405593872,32511,16,0,10,nan,,
1226,1262.806389451027,1262.806389451027,1,0.1312023286383605,0.0029566728723390647,-6.897101998329163,32532,21,0,10,nan,,
1227,1252.947322666645,1252.947322666645,1,0.1310973667754498,0.003102438369144996,-6.917898813883464,32556,24,0,10,nan,,
1228,1256.9938113689423,1256.9938113689423,1,0.13099248888202944,0.002988207223825157,-7.061941981315613,32578,22,0,10,nan,,
1229,1256.722873032093,1256.722873032093,1,0.1308876948909238,0.0033170215222829333,-7.1295461257298784,32600,22,0,10,nan,,
1230,1260.385656118393,1260.385656118393,1,0.13078298473501107,0.0034603329608216883,-6.828834613164266,32621,21,0,10,nan,,
1231,1250.6887917518616,1250.6887917518616,1,0.13067835834722305,0.0034712644992396235,-7.034460604190826,32642,21,0,10,nan,,
1232,1229.560015797615,1229.560015797615,1,0.13057381566054527,0.003450615923308457,-7.043079217274983,32666,24,6,10,nan,,
1233,1262.347920358181,1262.347920358181,1,0.13046935660801684,0.0033334790350636467,-6.783295512199402,32682,16,0,10,nan,,
1234,1235.956644654274,1235.956644654274,1,0.13036498112273043,0.0031615348998457193,-6.934122284253438,32702,20,0,10,nan,,
1235,1247.3319067955017,1247.3319067955017,1,0.13026068913783223,0.003250217530876398,-6.9190603494644165,32726,24,0,10,nan,,
1236,1267.190654695034,1267.190654695034,1,0.13015648058652196,0.003251538367476314,-6.905151844024658,32745,19,0,10,nan,,
1237,1241.2008001208305,1241.2008001208305,1,0.13005235540205273,0.002942268387414515,-6.886271079381307,32768,23,0,10,nan,,
1238,1261.4935932159424,1261.4935932159424,1,0.1299483135177311,0.003118862063274719,-7.028893291950226,32785,17,0,10,nan,,
1239,1255.1688814759254,1255.1688814759254,1,0.1298443548669169,0.003078230144456029,-6.8539799451828,32806,21,0,10,nan,,
1240,1262.177884876728,1262.177884876728,1,0.12974047938302335,0.002859062561765313,-7.052793383598328,32825,19,0,10,nan,,
1241,1233.8054938912392,1233.8054938912392,1,0.12963668699951694,0.003139156856507595,-6.936956137418747,32853,28,0,10,nan,,
1242,1251.1276832818985,1251.1276832818985,1,0.12953297764991734,0.0031669039046391843,-6.939264237880707,32873,20,0,10,nan,,
1243,1264.169408082962,1264.169408082962,1,0.1294293512677974,0.0031013322004582733,-7.000151515007019,32890,17,0,10,nan,,
1244,1241.5482550263405,1241.5482550263405,1,0.12932580778678315,0.003177659867408996,-6.777395606040955,32915,25,0,10,nan,,
1245,1269.9824537038803,1269.9824537038803,1,0.12922234714055372,0.0028068452957086265,-6.987191140651703,32931,16,0,10,nan,,
1246,1219.07639670372,1219.07639670372,1,0.12911896926284128,0.003035646031743714,-6.983839154243469,32956,25,0,10,nan,,
1247,1260.3894479870796,1260.3894479870796,1,0.129015674087431,0.0029974195291288196,-6.807573974132538,32977,21,0,10,nan,,
1248,1258.6376480460167,1258.6376480460167,1,0.12891246154816105,0.002706011605914682,-6.861901839574178,32997,20,0,10,nan,,
1249,1239.542453467846,1239.542453467846,1,0.12880933157892252,0.0032639810582622887,-6.812693655490875,33019,22,0,10,nan,,
1250,1265.4867770075798,1265.4867770075798,1,0.1287062841136594,0.0029498663963750003,-7.030273358027141,33037,18,0,10,1252.5729758739471,1,10
1251,1259.1703003048897,1259.1703003048897,1,0.12860331908636846,0.0029663527966476977,-6.833655834197998,33059,22,0,10,nan,,
1252,1263.7203617691994,1263.7203617691994,1,0.12850043643109937,0.0031741274637170137,-6.946078062057495,33079,20,0,10,nan,,
1253,1228.3471098542213,1228.3471098542213,1,0.12839763608195448,0.00303251599931779,-7.062981764475505,33102,23,2,10,nan,,
1254,1252.9269122481346,1252.9269122481346,1,0.12829491797308892,0.00299138012342155,-6.8299500942230225,33123,21,0,10,nan,,
1255,1261.1831097602844,1261.1831097602844,1,0.12819228203871044,0.0027926593902520835,-7.05714766184489,33146,23,0,10,nan,,
1256,1246.7680161595345,1246.7680161595345,1,0.12808972821307948,0.0029642873463065675,-6.910637180010478,33171,25,0,10,nan,,
1257,1242.6396265625954,1242.6396265625954,1,0.127987256430509,0.0029358429019339383,-7.005903720855713,33195,24,0,10,nan,,
1258,1168.459275841713,1168.459275841713,1,0.1278848666253646,0.002786903126564409,-7.0114478170871735,33223,28,14,10,nan,,
1259,1230.4370777606964,1230.4370777606964,1,0.12778255873206432,0.002960788177525891,-6.988430579503377,33249,26,0,10,nan,,
1260,1265.2714970111847,1265.2714970111847,1,0.12768033268507867,0.0031244461541064085,-7.0479958057403564,33270,21,0,10,nan,,
1261,1238.5641990303993,1238.5641990303993,1,0.1275781884189306,0.003060731648777922,-6.929807941118876,33293,23,2,10,nan,,
1262,1243.7115305662155,1243.7115305662155,1,0.12747612586819546,0.0030904967667690166,-6.9841881195704145,33316,23,0,10,nan,,
1263,1263.5578767061234,1263.5578767061234,1,0.1273741449675009,0.0030763781513087453,-6.923376083374023,33336,20,0,10,nan,,
1264,1260.8911650776863,1260.8911650776863,1,0.1272722456515269,0.0030264386296039447,-6.764239728450775,33354,18,0,10,nan,,
1265,1250.1609268188477,1250.1609268188477,1,0.12717042785500568,0.0031979470998824886,-6.8875722487767534,33378,24,2,10,nan,,
1266,1239.8754586577415,1239.8754586577415,1,0.12706869151272168,0.0029231075022835284,-6.976071794827779,33402,24,0,10,nan,,
1267,1256.2213048934937,1256.2213048934937,1,0.1269670365595115,0.0029217703850008547,-6.94971748193105,33422,20,0,10,nan,,
1268,1220.333690047264,1220.333690047264,1,0.12686546293026388,0.0028250200973291483,-7.095630129178365,33449,27,0,10,nan,,
1269,1243.7617102861404,1243.7617102861404,1,0.12676397055991967,0.002923939249012619,-7.063315192858378,33469,20,4,10,nan,,
1270,1244.4513294100761,1244.4513294100761,1,0.12666255938347173,0.002977082633879036,-7.219955384731293,33491,22,0,10,nan,,
1271,1266.0024077892303,1266.0024077892303,1,0.12656122933596495,0.002982462651561946,-6.851234475771586,33511,20,0,10,nan,,
1272,1214.8952469825745,1214.8952469825745,1,0.12645998035249617,0.0030252234428189695,-7.034913579622905,33535,24,0,10,nan,,
1273,1238.7412841916084,1238.7412841916084,1,0.12635881236821417,0.00296770297184897,-7.001657247543335,33556,21,0,10,nan,,
1274,1254.1697290539742,1254.1697290539742,1,0.1262577253183196,0.0027750152396038173,-7.063452959060669,33578,22,0,10,nan,,
1275,1248.6478317975998,1248.6478317975998,1,0.12615671913806495,0.0030228565563447775,-6.928541421890259,33598,20,0,10,nan,,
1276,1260.1373510360718,1260.1373510360718,1,0.1260557937627545,0.0029878253582865,-7.2761037945747375,33619,21,0,10,nan,,
1277,1252.8320623636246,1252.8320623636246,1,0.1259549491277443,0.0030783186084590852,-6.973592241605123,33640,21,0,10,nan,,
1278,1262.1485328674316,1262.1485328674316,1,0.1258541851684421,0.003022337463335134,-7.1589531898498535,33659,19,0,10,nan,,
1279,1258.8607417345047,1258.8607417345047,1,0.12575350182030734,0.0027961283340118825,-6.954171617825826,33679,20,0,10,nan,,
1280,1245.5488542318344,1245.5488542318344,1,0.1256528990188511,0.0027932444451532015,-7.086969931920369,33700,21,0,10,nan,,
1281,1266.3767151236534,1266.3767151236534,1,0.125552376699636,0.0028495201491750776,-7.008182227611542,33720,20,0,10,nan,,
1282,1243.3615909814835,1243.3615909814835,1,0.1254519347982763,0.0028143133386038244,-6.895883560180664,33741,21,0,10,nan,,
1283,1236.0329804420471,1236.0329804420471,1,0.12535157325043766,0.003118777764029801,-6.883653879165649,33764,23,0,10,nan,,
1284,1246.7660717964172,1246.7660717964172,1,0.12525129199183732,0.0029798522824421524,-6.921259880065918,33786,22,0,10,nan,,
1285,1262.4119129776955,1262.4119129776955,1,0.12515109095824384,0.0027855353546328843,-6.975571672121684,33805,19,0,10,nan,,
1286,1252.6864837408066,1252.6864837408066,1,0.12505097008547725,0.0028040136559866367,-7.033246040344238,33826,21,0,10,nan,,
1287,1216.3867464065552,1216.3867464065552,1,0.12495092930940886,0.002706216803441445,-7.09149436155955,33851,25,0,10,nan,,
1288,1266.4861991405487,1266.4861991405487,1,0.12485096856596133,0.0025453501613810657,-7.040636459986369,33868,17,0,10,nan,,
1289,1262.03426527977,1262.03426527977,1,0.12475108779110855,0.002854994137305766,-7.041831433773041,33890,22,0,10,nan,,
1290,1238.7024292945862,1238.7024292945862,1,0.12465128692087567,0.002878306472363571,-6.954000194867452,33913,23,0,10,nan,,
1291,1233.8046213388443,1233.8046213388443,1,0.12455156589133896,0.0027207500617285924,-7.097298473119736,33941,28,0,10,nan,,
1292,1255.2519377470016,1255.2519377470016,1,0.1244519246386259,0.002723351854365319,-6.7988616824150085,33962,21,2,10,nan,,
1293,1262.0397606492043,1262.0397606492043,1,0.124352363098915,0.002740291354712099,-6.958423177401225,33981,19,0,10,nan,,
1294,1194.1619139909744,1194.1619139909744,1,0.12425288120843586,0.0026391826201385507,-6.912786881128947,34006,25,10,10,nan,,
1295,1251.9644472002983,1251.9644472002983,1,0.12415347890346912,0.002640165602012227,-7.1907815138498945,34028,22,0,10,nan,,
1296,1191.3739774823189,1191.3739774823189,1,0.12405415612034634,0.002709940672502853,-6.970448076725006,34061,33,4,10,nan,,
1297,1267.322750389576,1267.322750389576,1,0.12395491279545007,0.0026986930635757743,-6.827534914016724,34080,19,0,10,nan,,
1298,1217.9594480395317,1217.9594480395317,1,0.12385574886521371,0.0028264906626039497,-6.9282281796137495,34106,26,0,10,nan,,
1299,1241.7162328958511,1241.7162328958511,1,0.12375666426612153,0.002866707460877175,-6.810297727584839,34131,25,2,10,nan,,
1300,1264.6506407260895,1264.6506407260895,1,0.12365765893470863,0.0029324677772819994,-6.94664724667867,34150,19,0,10,nan,,
1301,1267.0392553210258,1267.0392553210258,1,0.12355873280756087,0.0030489034368656577,-7.119504630565643,34169,19,0,10,nan,,
1302,1263.082404911518,1263.082404911518,1,0.12345988582131481,0.0030428981292061506,-6.771900177001953,34190,21,0,10,nan,,
1303,1265.3153855800629,1265.3153855800629,1,0.12336111791265776,0.0026627972954884173,-7.043545484542847,34211,21,0,10,nan,,
1304,1245.481774032116,1245.481774032116,1,0.12326242901832764,0.0026767833332996815,-7.075460314750671,34232,21,0,10,nan,,
1305,1242.7482607364655,1242.7482607364655,1,0.12316381907511298,0.0028653576640256992,-6.831624746322632,34256,24,2,10,nan,,
1306,1240.4035693407059,1240.4035693407059,1,0.12306528801985289,0.0028269306640140712,-7.008596420288086,34277,21,4,10,nan,,
1307,1257.5916075706482,1257.5916075706482,1,0.12296683578943701,0.00305476407520473,-6.653303027153015,34298,21,0,10,nan,,
1308,1257.1540623903275,1257.1540623903275,1,0.12286846232080546,0.0028533008066006006,-7.111082712809245,34317,19,0,10,nan,,
1309,1236.7301132678986,1236.7301132678986,1,0.12277016755094881,0.002974786632694304,-6.955307304859161,34339,22,0,10,nan,,
1310,1266.188276231289,1266.188276231289,1,0.12267195141690805,0.0030432744300924242,-7.217811226844788,34359,20,0,10,nan,,
1311,1238.2177241444588,1238.2177241444588,1,0.12257381385577452,0.0027820413815788925,-6.943242152531941,34382,23,0,10,nan,,
1312,1263.6348407268524,1263.6348407268524,1,0.1224757548046899,0.0030779144493862987,-7.0751988887786865,34402,20,0,10,nan,,
1313,1261.2516528964043,1261.2516528964043,1,0.12237777420084615,0.00272418858949095,-7.128141681353251,34422,20,0,10,nan,,
1314,1248.5127511620522,1248.5127511620522,1,0.12227987198148547,0.002889236968864376,-6.868392109870911,34445,23,0,10,nan,,
1315,1242.5942842960358,1242.5942842960358,1,0.12218204808390028,0.002778541655667747,-6.814679980278015,34469,24,0,10,nan,,
1316,1256.0886281728745,1256.0886281728745,1,0.12208430244543315,0.0027867194497957827,-7.027626156806946,34489,20,0,10,nan,,
1317,1245.5187367200851,1245.5187367200851,1,0.1219866350034768,0.0027418467798270285,-6.97957197825114,34510,21,0,10,nan,,
1318,1228.8230385184288,1228.8230385184288,1,0.12188904569547401,0.002580529525099943,-7.113988399505615,34535,25,4,10,nan,,
1319,1259.1314043998718,1259.1314043998718,1,0.12179153445891763,0.0024324626040955386,-7.012758493423462,34557,22,0,10,nan,,
1320,1235.8719135522842,1235.8719135522842,1,0.1216941012313505,0.002651090413564816,-6.979417125384013,34580,23,0,10,nan,,
1321,1217.0078121423721,1217.0078121423721,1,0.1215967459503654,0.002631897374521941,-7.084390223026276,34602,22,0,10,nan,,
1322,1259.4197256565094,1259.4197256565094,1,0.1214994685536051,0.0028376219367297986,-7.033020099004109,34624,22,0,10,nan,,
1323,1256.208043217659,1256.208043217659,1,0.12140226897876222,0.0026932512409985065,-6.8903831243515015,34647,23,0,10,nan,,
1324,1249.177087545395,1249.177087545395,1,0.12130514716357921,0.00294486367298911,-7.2650667031606035,34669,22,0,10,nan,,
1325,1264.8503116369247,1264.8503116369247,1,0.12120810304584834,0.002821554383262992,-6.930217146873474,34688,19,0,10,nan,,
1326,1245.4127371907234,1245.4127371907234,1,0.12111113656341166,0.0027507714791378626,-6.85198442141215,34712,24,0,10,nan,,
1327,1250.6388758420944,1250.6388758420944,1,0.12101424765416093,0.002513297204859555,-7.061624209086101,34733,21,0,10,nan,,
1328,1262.293460547924,1262.293460547924,1,0.1209174362560376,0.0025552559935022147,-7.055816352367401,34752,19,0,10,nan,,
1329,1262.804884672165,1262.804884672165,1,0.12082070230703276,0.002880941447801888,-6.897118051846822,34773,21,0,10,nan,,
1330,1202.7810922265053,1202.7810922265053,1,0.12072404574518714,0.0028253707818553914,-6.950205286343892,34802,29,0,10,nan,,
1331,1259.3227026462555,1259.3227026462555,1,0.12062746650859098,0.0027180799515917897,-6.911436915397644,34824,22,0,10,nan,,
1332,1263.53189599514,1263.53189599514,1,0.1205309645353841,0.003040161056560464,-6.774179041385651,34842,18,0,10,nan,,
1333,1250.2102621793747,1250.2102621793747,1,0.12043453976375579,0.0029387238435447218,-6.90720009803772,34863,21,0,10,nan,,
1334,1236.8413698673248,1236.8413698673248,1,0.12033819213194479,0.0028710103554961583,-6.797696113586426,34885,22,0,10,nan,,
1335,1227.2241956591606,1227.2241956591606,1,0.12024192157823922,0.0028398041419374445,-6.9640001853307085,34909,24,0,10,nan,,
1336,1255.4407965540886,1255.4407965540886,1,0.12014572804097663,0.00288397396216169,-7.0070295333862305,34930,21,0,10,nan,,
1337,1244.9239559173584,1244.9239559173584,1,0.12004961145854384,0.0026460145794165633,-7.040460586547852,34952,22,0,10,nan,,
1338,1261.3330610990524,1261.3330610990524,1,0.119953571769377,0.002800942899193615,-7.049857457478841,34975,23,0,10,nan,,
1339,1233.0960474014282,1233.0960474014282,1,0.1198576089119615,0.002709474889949585,-7.013649503389995,34998,23,0,10,nan,,
1340,1220.6603409051895,1220.6603409051895,1,0.11976172282483193,0.0028290041705726515,-7.1445008516311646,35024,26,0,10,nan,,
1341,1264.9078166484833,1264.9078166484833,1,0.11966591344657206,0.0029852152219973505,-6.757365643978119,35040,16,0,10,nan,,
1342,1261.172324001789,1261.172324001789,1,0.1195701807158148,0.002676483918912709,-7.133439779281616,35063,23,0,10,nan,,
1343,1266.181023299694,1266.181023299694,1,0.11947452457124214,0.0026941534597426653,-7.00122457742691,35083,20,0,10,nan,,
1344,1246.7756159305573,1246.7756159305573,1,0.11937894495158514,0.0026818985061254352,-7.064437786738078,35105,22,0,10,nan,,
1345,1257.7448819875717,1257.7448819875717,1,0.11928344179562388,0.0026698589441366493,-6.724684000015259,35126,21,0,10,nan,,
1346,1224.145661830902,1224.145661830902,1,0.11918801504218737,0.002596661807425941,-6.957537611325582,35151,25,0,10,nan,,
1347,1251.458808004856,1251.458808004856,1,0.11909266463015362,0.0026598388445563614,-7.102526664733887,35168,17,0,10,nan,,
1348,1263.725812971592,1263.725812971592,1,0.1189973904984495,0.0026908591273240743,-7.015900890032451,35188,20,0,10,nan,,
1349,1246.870493888855,1246.870493888855,1,0.11890219258605074,0.002458909945562482,-7.2788291573524475,35210,22,0,10,nan,,
1350,1237.0825197696686,1237.0825197696686,1,0.1188070708319819,0.002749325707554817,-6.877105116844177,35232,22,0,10,nan,,
1351,1262.7425333857536,1262.7425333857536,1,0.11871202517531632,0.002587536396458745,-7.188154101371765,35253,21,0,10,nan,,
1352,1245.9739375710487,1245.9739375710487,1,0.11861705555517606,0.0026974815021579466,-7.033801635106404,35276,23,0,10,nan,,
1353,1228.3180992603302,1228.3180992603302,1,0.11852216191073191,0.0028264941298402845,-6.783367037773132,35299,23,0,10,nan,,
1354,1240.3561208844185,1240.3561208844185,1,0.11842734418120332,0.002645270670958174,-7.015318155288696,35320,21,0,10,nan,,
1355,1242.9391288161278,1242.9391288161278,1,0.11833260230585836,0.002712375164264813,-7.118899424870809,35341,21,0,10,nan,,
1356,1257.5526222586632,1257.5526222586632,1,0.11823793622401367,0.0026658473070710897,-7.238247811794281,35362,21,0,10,nan,,
1357,1265.187511086464,1265.187511086464,1,0.11814334587503446,0.002630007837433368,-6.952856421470642,35383,21,0,10,nan,,
1358,1257.8050599098206,1257.8050599098206,1,0.11804883119833443,0.0028237286023795605,-6.9322375655174255,35401,18,0,10,nan,,
1359,1229.0132256746292,1229.0132256746292,1,0.11795439213337576,0.0025997752672992647,-6.853689392407735,35426,25,0,10,nan,,
1360,1255.4258051514626,1255.4258051514626,1,0.11786002861966906,0.002658301789779216,-6.943551262219747,35444,18,0,10,nan,,
1361,1243.335259795189,1243.335259795189,1,0.11776574059677332,0.0025030673617341868,-7.00063939889272,35470,26,0,10,nan,,
1362,1223.1364777684212,1223.1364777684212,1,0.1176715280042959,0.002617317925406886,-6.979362448056539,35496,26,4,10,nan,,
1363,1230.7180095911026,1230.7180095911026,1,0.11757739078189246,0.0027925403943906226,-6.992436448733012,35522,26,0,10,nan,,
1364,1268.1178922653198,1268.1178922653198,1,0.11748332886926693,0.0024834331008605657,-6.913464426994324,35540,18,0,10,nan,,
1365,1245.4551156759262,1245.4551156759262,1,0.11738934220617152,0.0025458237156271934,-7.0976874232292175,35561,21,0,10,nan,,
1366,1245.3709999918938,1245.3709999918938,1,0.11729543073240657,0.00284919508267194,-6.836988568305969,35582,21,0,10,nan,,
1367,1253.5687779188156,1253.5687779188156,1,0.11720159438782064,0.002661298273596913,-7.140517354011536,35602,20,0,10,nan,,
1368,1262.8190638422966,1262.8190638422966,1,0.11710783311231038,0.0026320792036131023,-6.93773106733958,35623,21,0,10,nan,,
1369,1221.6466991901398,1221.6466991901398,1,0.11701414684582052,0.0027839010872412473,-6.995042125384013,35644,21,0,10,nan,,
1370,1264.672254562378,1264.672254562378,1,0.11692053552834386,0.002657603385159746,-7.0553759932518005,35663,19,0,10,nan,,
1371,1177.6038556098938,1177.6038556098938,1,0.11682699909992118,0.0027704597923730034,-7.082159072160721,35692,29,10,10,nan,,
1372,1261.3070714473724,1261.3070714473724,1,0.11673353750064125,0.002572455367771909,-6.864702224731445,35712,20,0,10,nan,,
1373,1250.2351281046867,1250.2351281046867,1,0.11664015067064074,0.0028060518554411827,-6.936646024386088,35733,21,0,10,nan,,
1374,1259.6557488441467,1259.6557488441467,1,0.11654683855010423,0.003009539342019707,-6.9737496972084045,35752,19,0,10,nan,,
1375,1263.568313241005,1263.568313241005,1,0.11645360107926414,0.0027804368175566195,-6.815353234608968,35772,20,0,10,nan,,
1376,1258.8819472789764,1258.8819472789764,1,0.11636043819840072,0.0028322011115960778,-7.134621620178223,35792,20,0,10,nan,,
1377,1211.3734426498413,1211.3734426498413,1,0.116267349847842,0.002773661205234627,-6.946024854977925,35816,24,0,10,nan,,
1378,1254.2918548583984,1254.2918548583984,1,0.11617433596796373,0.0028406275901943444,-6.927241563796997,35838,22,0,10,nan,,
1379,1239.9380936026573,1239.9380936026573,1,0.11608139649918936,0.0031407252536155283,-6.924198826154073,35862,24,4,10,nan,,
1380,1261.6325265169144,1261.6325265169144,1,0.11598853138199,0.0029422778849645206,-7.009559710820516,35884,22,0,10,nan,,
1381,1245.4064642190933,1245.4064642190933,1,0.11589574055688441,0.002807086129905656,-6.933540880680084,35903,19,0,10,nan,,
1382,1237.3901104927063,1237.3901104927063,1,0.1158030239644389,0.002841244354688873,-6.9874482949574785,35927,24,0,10,nan,,
1383,1233.3392503261566,1233.3392503261566,1,0.11571038154526735,0.0026253785375350467,-6.888690551122029,35949,22,0,10,nan,,
1384,1253.0568161010742,1253.0568161010742,1,0.11561781324003113,0.0026617956697009503,-6.782747209072113,35970,21,0,10,nan,,
1385,1243.3791271448135,1243.3791271448135,1,0.1155253189894391,0.0026027386678227535,-7.138407349586487,35993,23,0,10,nan,,
1386,1245.3696429133415,1245.3696429133415,1,0.11543289873424754,0.0025445350795052944,-6.823327978452046,36014,21,0,10,nan,,
1387,1240.4855672717094,1240.4855672717094,1,0.11534055241526014,0.0025758878560736775,-6.757044196128845,36035,21,0,10,nan,,
1388,1260.780024766922,1260.780024766922,1,0.11524827997332793,0.002470678237538474,-6.9261869589487715,36058,23,0,10,nan,,
1389,1258.6751210689545,1258.6751210689545,1,0.11515608134934927,0.0024465253343805672,-6.991923888524373,36078,20,0,10,nan,,
1390,1256.5529996156693,1256.5529996156693,1,0.11506395648426979,0.0024933321692515165,-6.814417362213135,36095,17,0,10,nan,,
1391,1251.9863815307617,1251.9863815307617,1,0.11497190531908237,0.0026033245609141885,-6.816524922847748,36114,19,0,10,nan,,
1392,1261.1045573353767,1261.1045573353767,1,0.1148799277948271,0.002614666518638842,-6.913973093032837,36137,23,0,10,nan,,
1393,1249.4214469194412,1249.4214469194412,1,0.11478802385259124,0.0027544871438294647,-6.896136124928792,36159,22,0,10,nan,,
